order_id,order_size,product_type,line_id,treatment,num_operations,operators,shifts,efficiency,wip,setup_time,leadtime,throughput,defect_rate
68,152,C,8,0,4,2,2,0.5659258635460533,56,0.0,0.5136364342719857,109.02653367916332,0.060252099447524424
69,240,E,1,1,5,4,2,0.9108566181260301,37,0.09896482030589399,0.19414828712994506,190.5759795616203,0.060773202979120915
70,249,I,10,0,4,4,1,0.266595643800606,80,0.07962761103791026,3.0323913849720436,26.381818783836685,0.10952393856309946
71,240,C,4,0,4,6,3,0.5664613918164263,57,0.0,0.2893714570550731,196.97865359661847,0.014425595021914428
72,313,H,10,0,6,5,2,0.54944664723959,46,0.10409220419049826,0.5218442002575084,88.14891490084763,0.037947043893893695
73,284,J,9,0,5,3,1,0.4736967494233071,40,0.11903766036057109,1.0013219466878243,39.947191941924494,0.02890726222267816
74,103,I,5,0,4,3,1,0.37542243780632045,63,0.10146635934376809,1.778657079955545,35.419981012627005,0.024200782005178924
75,77,A,2,1,5,4,2,0.8224722588280429,42,0.10554363158717493,0.2155337139457071,194.8651059322431,0.024943752173609522
76,233,E,10,0,5,5,1,0.4947401655561451,66,0.10351913314442489,1.2180941463476214,54.18300399677385,0.023207430036124174
77,159,C,7,0,4,2,1,0.5716613160002908,30,0.057518038513396534,0.7462410163761554,40.20148898499837,0.021325828550762305
78,308,C,8,0,4,6,1,0.27557036908688437,53,0.0,2.0666627714109818,25.645209626442867,0.054074035962776996
79,111,C,1,1,4,3,1,0.8988843724220208,48,0.11871356786294923,0.549164267696573,87.40554115316404,0.05280177132991822
80,65,I,1,1,4,4,2,0.8456492158996934,34,0.09298636944242426,0.13306767016524113,255.50909516773976,0.031790975278249714
81,211,D,8,0,7,5,1,0.40743649913623037,57,0.1137767649406557,1.2484025711473163,45.65834877095409,0.05933565100529725
82,64,C,3,0,4,4,1,0.5559748497490434,34,0.09341338003360397,0.6136361216177854,55.407429260133306,0.04806347925213179
83,78,I,4,0,4,7,2,0.3908864503406551,69,0.09328569854226859,0.7490952047412629,92.11112227561591,0.07692088414929435
84,347,C,3,0,4,3,1,0.5555186605753432,38,0.0,0.7488301059944902,50.7458229788101,0.05036867866130786
85,176,H,2,1,6,5,2,0.845291908382985,44,0.09993298260682053,0.2179472964852298,201.88366962827575,0.03403427075515891
86,40,C,7,0,4,4,1,0.3807495037941101,33,0.0,1.1175696003280207,29.528362251723816,0.06613186495827374
87,58,H,10,0,6,4,1,0.48677640565153046,60,0.0695196951654594,1.6209823201991678,37.01459248033494,0.03403121905165893
88,91,C,4,0,4,7,2,0.5244625553309609,68,0.07536083748507957,0.6128427178411469,110.95832261749429,0.05290453554258694
89,148,B,4,0,6,5,2,0.6,56,0.1330995675147317,0.49815286043398443,112.41529347279771,0.03591441738820214
90,68,C,8,0,4,4,1,0.409456943214042,75,0.08262785621468792,1.660093408233217,45.17818071443344,0.05089533734189807
91,209,A,8,0,5,6,2,0.6,71,0.06946896276604508,0.473672445271725,149.89261188556247,0.0488419018532443
92,159,J,10,0,5,4,2,0.5519336097722337,42,0.07837886919183476,0.3184493981101101,131.88908583045173,0.07106305706665808
93,261,H,8,0,6,4,2,0.20868280300356007,77,0.11804509346778384,1.3158007351457364,58.51949914853299,0.00976163993592457
94,154,H,2,1,6,6,2,0.8,54,0.0,0.2813943760172057,191.90148987447498,0.05222225838840004
95,225,J,1,1,5,5,1,0.8447118756922745,37,0.07627329809557257,0.5104100431608818,72.49073660632803,0.07136786500528138
96,107,C,9,0,4,3,1,0.6,44,0.09730654491834805,0.6951201723875052,63.298407596020006,0.06572349840378405
97,118,E,2,1,5,4,2,0.9352447668195217,52,0.09572022311548983,0.24361081332171544,213.455221018158,0.03430750806486594
98,207,J,2,1,5,4,2,0.890793097921786,51,0.08992591038653718,0.2816593229214857,181.06980969423321,0.029177857220235016
99,140,C,10,0,4,5,2,0.3444812649581932,80,0.10939241578751009,1.0322226495446176,77.502658980883,0.01601985590312665
100,162,C,3,0,4,3,1,0.47520062985231404,53,0.0,1.125861187771719,47.075075129729356,0.06367171490402165
101,321,C,9,0,4,5,1,0.4141006897142083,27,0.0,0.6400361162121037,42.18511942699868,0.04861954970007545
102,135,I,9,0,4,3,2,0.47617003484574916,50,0.10077755215845895,0.45699886137591167,109.40946296772435,0.050865433894885806
103,248,C,3,0,4,4,1,0.5803515055003278,41,0.0,0.7766200377446827,52.792869108894834,0.08462641159818354
104,107,J,8,0,5,4,1,0.44343700793068075,70,0.12080411856447326,1.3282641236821682,52.70036188732434,0.048104932528431954
105,123,H,10,0,6,4,2,0.5003116735144728,48,0.09503474198429769,0.5885085345346341,81.56211368787748,0.038102194058608686
106,75,G,9,0,3,4,1,0.44819573832825016,41,0.09297718612358323,0.7730367159512793,53.0375843138918,0.07214776856677427
107,118,C,5,0,4,4,2,0.4385560338545947,73,0.08826903822957315,0.8825725416598823,82.71274773936041,0.0882160917691757
108,63,I,3,0,4,4,1,0.4998945872906697,58,0.07103972199167513,1.166844131435504,49.70672469222243,0.0060238808675983635
109,284,I,7,0,4,3,1,0.6,23,0.09770819399384063,0.41422354137784106,55.5255742430635,0.06266535004607152
110,69,C,4,0,4,5,2,0.3614643945825806,78,0.10707525557983737,0.8074166446437638,96.60439937352788,0.04424095556194387
111,238,I,8,0,4,4,1,0.46895784067341306,40,0.11027670386131093,0.7635405338137751,52.38752656680289,0.04486379383161933
112,277,A,10,0,5,5,1,0.5470030169345743,58,0.10889310371333918,1.2359814181243067,46.92627182698207,0.030092892721519663
113,225,C,5,0,4,3,2,0.4603749989980157,54,0.0,0.5863276390107347,92.09867727045926,0.06803649600723381
114,280,A,9,0,5,4,2,0.4428711608018456,30,0.09820608746384948,0.3398691323382313,88.26926939085651,0.07366828499078373
115,106,A,2,1,5,4,2,0.8186422641095433,47,0.08536245828739566,0.25118241452046364,187.115009980808,0.03773574398995286
116,87,B,10,0,6,5,2,0.5959547277447935,39,0.11722255337917203,0.24156992513865258,161.44393793066493,0.07530394503247398
117,196,I,7,0,4,3,1,0.5251327655046365,39,0.0,0.676653524448039,57.63658739797912,0.09365014048354176
118,344,E,10,0,5,4,1,0.450195292830488,59,0.11045670976071,1.2847849167373806,45.922083324130455,0.03852599992122842
119,191,I,7,0,4,1,1,0.6,37,0.0,0.6896756882075818,53.64840407258718,0.07182092204329335
120,140,G,10,0,3,5,2,0.5287022857832343,86,0.10694805273284658,0.6141009926615694,140.0421120103848,0.10187143007717724
121,182,G,10,0,3,6,1,0.5400631403268314,46,0.0,0.6624571551093735,69.43845295535418,0.022739206828977572
122,310,A,3,0,5,4,1,0.4111429610045498,37,0.06699017579924477,1.0081530476975236,36.70077681608232,0.04899154296557025
123,367,H,8,0,6,5,1,0.35399116816029425,76,0.09064597597376217,1.9277082713175266,39.42505260303544,0.056930077634614315
124,68,I,7,0,4,2,1,0.4748487173906803,29,0.0,0.5226914702545302,55.482060929515725,0.046730653265955865
125,83,A,8,0,5,4,1,0.6,70,0.056922415105768544,1.0427278005197416,67.1316137971088,0.06414423366024766
126,241,G,8,0,3,4,1,0.48021467327533957,72,0.101038917716146,1.0683694401890602,67.3924181014189,0.06465280154431159
127,142,A,5,0,5,3,2,0.4916433159928261,53,0.12171732683735612,0.49025439370674845,108.10713923290729,0.007981622770961642
128,644,D,6,0,7,6,3,0.561764837458282,75,0.08812326982003094,0.428034559822514,175.219496367534,0.0479431167372786
129,146,A,2,1,5,5,2,0.8121419501414786,51,0.0,0.2658461892881878,191.8402522020505,0.0369745131815159
130,225,H,5,0,6,5,2,0.5124191526884225,69,0.11128805975786533,0.7233641394486925,95.38764259531573,0.05711101259348706
131,269,F,6,0,8,5,3,0.428547186900365,71,0.07318942793234967,0.41020906689218684,173.08247362231165,0.07328869291985815
132,78,G,1,1,3,2,2,0.81297015143846,51,0.09393936718003942,0.25036483169920737,203.70273114585152,0.034514153519581536
133,185,C,3,0,4,1,1,0.417563650056198,51,0.09091511449693476,1.353533755108985,37.67914897393419,0.0496012920950838
134,65,E,10,0,5,5,2,0.5546462298212689,63,0.1151785717957353,0.5108449759186485,123.32508484928837,0.055623828479387516
135,81,G,9,0,3,5,1,0.574852624613015,35,0.08258854767476488,0.5138546199123288,68.1126502394228,0.03031455249414993
136,98,J,3,0,5,3,1,0.6,37,0.11100104198049104,0.999430466983206,37.0210847300713,0.030633110902727297
137,113,I,10,0,4,5,2,0.3863466898231877,54,0.08842073489611658,0.6265373066612432,86.1880041713091,0.051273767873032325
138,167,E,10,0,5,7,1,0.43234991847225096,72,0.07512273529217431,1.8268058967231846,39.41305429829699,0.036141896044081856
139,253,E,5,0,5,3,2,0.40833745391899123,47,0.14445391258270152,0.5979754804098004,78.59854047492095,0.025243581118257682
140,203,I,1,1,4,4,1,0.8594142390254758,36,0.11117481505223684,0.3257996759535122,110.49734747169231,0.01834076925288021
141,307,J,9,0,5,2,1,0.44397917016314054,54,0.06263599200089712,1.1826076852966896,45.66180371680286,0.010517251033282264
142,197,I,9,0,4,5,1,0.4286142373410763,43,0.08481919105582704,0.9371384778897365,45.88436075832474,0.05066917541984606
143,163,J,5,0,5,3,2,0.6,58,0.12455337984946585,0.646987390152026,89.6462603179506,0.025807179626175892
144,70,I,7,0,4,1,1,0.6,28,0.0,0.4855684039085209,57.664378025047704,0.030186152227245935
145,203,H,10,0,6,6,1,0.46630952875156395,45,0.09435638841949502,1.0571094431848032,42.568913077179964,0.0673063380404076
146,217,A,1,1,5,3,2,0.9035685939332789,41,0.1200385509791039,0.29478007283530083,139.0867422130921,0.01766572115272206
147,150,A,4,0,5,5,2,0.31095004772345,70,0.06778311088876507,1.1984539660098983,58.40858471440183,0.03898545951822726
148,222,E,10,0,5,5,2,0.29966429937486433,29,0.10056405423043856,0.41207790552071977,70.37504222254849,0.0938381470948883
149,208,G,8,0,3,4,1,0.433964727571432,72,0.0,1.0857767848482258,66.31197222554768,0.05240451266868426
150,146,G,2,1,3,5,1,0.8924724409650827,49,0.11901592600672296,0.48766649382738275,100.47850451120868,0.0
151,167,D,4,0,7,5,2,0.5034923836960195,75,0.13061501664687394,0.6282729694243823,119.37486355447425,0.07437523703394633
152,262,C,3,0,4,1,1,0.47756574477324704,35,0.09265551568090015,0.872145432055558,40.13092164859313,0.03586486485563645
153,195,A,3,0,5,2,1,0.47676897285108394,51,0.11899108270882648,1.18397256627577,43.07532239570585,0.02030204063100193
154,88,D,6,0,7,6,3,0.39530373733870944,58,0.07366088851806284,0.4285510353339814,135.33977337098025,0.04850293228130306
155,132,F,6,0,8,5,3,0.3908852383523198,68,0.08011787533915615,0.3788826555300192,179.47509342932247,0.04938122005688752
156,81,E,5,0,5,3,2,0.36819659258046394,67,0.09385810230577799,0.926032965341287,72.35163596504076,0.07052308562793731
157,106,A,10,0,5,6,2,0.4715909169365031,47,0.09963301958191788,0.46295100454599747,101.52262234767484,0.07623567800415151
158,170,A,8,0,5,5,2,0.4283881125728213,58,0.14026774495053246,0.5005489207831632,115.87279003469371,0.05273070662165475
159,167,C,8,0,4,4,1,0.3799613006587763,58,0.07906178034636122,1.3250042878144794,43.77344325101601,0.06073305505054573
160,170,J,10,0,5,4,1,0.45387972592437476,46,0.10348037113241208,0.867731021293266,53.011819182679005,0.05491467965842707
161,72,B,8,0,6,6,1,0.477211730016238,70,0.09382900796652426,1.4323524029250774,48.8706549149843,0.06373892985294444
162,307,B,4,0,6,7,2,0.41817324272433537,50,0.14112414259880646,0.6251719197638606,79.97800032171304,0.02793583268556634
163,173,C,6,0,4,6,3,0.5770075411558874,74,0.09665756572427178,0.2916828616006561,253.70019888694603,0.055651599009766
164,77,J,5,0,5,4,2,0.3912952345929366,48,0.08942766636500486,0.6225268701960964,77.10510549509287,0.06172728037510187
165,120,J,3,0,5,2,2,0.6,40,0.13622750057329963,0.6099746448964961,65.57649622762176,0.06247097713803275
166,244,C,7,0,4,3,1,0.35973710651124,26,0.08838953100390555,1.0127948328458916,25.671536975501336,0.06177156808841219
167,216,C,10,0,4,5,1,0.3572427906200753,69,0.07100286869038189,1.7637329485083142,39.121568862427324,0.027873836375433163
168,140,E,3,0,5,4,1,0.45259310058729885,49,0.07163268534133937,1.401914091804456,34.95221303962376,0.014783823760384486
169,121,D,8,0,7,4,2,0.471506914675149,65,0.09560519393194247,0.5428408958076693,119.74042578956647,0.04366356477416405
170,416,B,4,0,6,7,3,0.6,73,0.0,0.4220764306495904,172.95445729497487,0.07135198601624981
171,226,H,10,0,6,5,1,0.25243524866886224,58,0.0884183938304114,2.520113536557239,23.014836101088754,0.03723312279713996
172,77,C,1,1,4,4,2,0.89171921905529,42,0.07836594320839198,0.19471790619445328,215.6966496859158,0.01641197745940742
173,147,G,6,0,3,8,3,0.487685645864998,81,0.06463121268874297,0.44853654484523864,180.58729200749502,0.05646335428369563
174,137,C,10,0,4,6,1,0.4253334258007969,53,0.12780999562481493,1.1249520115137945,47.11312078875295,0.027771739757311304
175,144,G,4,0,3,5,2,0.47009389370772847,60,0.08092790773960604,0.40055576234497436,149.79187828616392,0.02861498812095684
176,56,I,9,0,4,3,1,0.5996419892730037,31,0.0,0.37777637947842574,82.05912726147656,0.02809396769860286
177,137,I,7,0,4,2,1,0.6,29,0.11588529359243654,0.623172929491004,46.53603940031005,0.024914211536615015
178,112,C,10,0,4,3,2,0.4911595432869158,51,0.0,0.5272392190964651,96.73028513963584,0.04146485766235292
179,113,A,10,0,5,5,2,0.3887430087767933,59,0.11386211214526289,0.7548845049419456,78.15765142051418,0.05352883110554451
180,123,B,1,1,6,3,1,0.8,37,0.14020018578600002,0.5277475557236436,70.10927781421151,0.05977807388947752
181,88,H,6,0,6,6,3,0.5004812192956304,79,0.12914717116542043,0.4217413561111802,187.3185990779948,0.0668489984981229
182,123,I,10,0,4,5,2,0.3828464401256881,70,0.10759735701418163,0.8897454259848349,78.67418921824624,0.08657187226129995
183,407,C,8,0,4,5,2,0.3797884383312794,75,0.11010848186433399,0.9469828125302985,79.19890309265818,0.07618945792701426
184,111,E,3,0,5,3,1,0.58234571974681,58,0.0,1.4278748276118325,40.61980705760245,0.07160096131429297
185,83,G,7,0,3,3,1,0.5065053158975815,41,0.1166761467831873,0.826177222381071,49.62615633705877,0.041444886259064964
186,529,I,3,0,4,3,1,0.5640688286538601,33,0.1068023541280929,0.4966867904479421,66.44026101487138,0.03915063866587608
187,142,I,7,0,4,3,1,0.4793927016599185,27,0.08995793991802241,0.5666802432549356,47.64591728999693,0.06117381932066551
188,189,H,5,0,6,3,1,0.6,53,0.05756290201982811,0.8633720465638897,61.387208690544504,0.03784356025811135
189,158,E,2,1,5,5,1,0.9398097542029171,50,0.10894718604381222,0.4145037385342553,120.62617378749628,0.0180050166708641
190,69,C,7,0,4,4,1,0.5128222573675085,37,0.08153734779084304,1.0463869818000855,35.359767125876694,0.060076368368803625
191,199,G,4,0,3,5,2,0.41873102004804014,74,0.0,0.6092478799335971,121.46123513481143,0.03811267255307588
192,134,I,9,0,4,5,1,0.4798396125769686,47,0.0,0.8361959374311113,56.206922201020646,0.0649312019136214
193,207,B,6,0,6,8,2,0.2716900830579076,91,0.1050587362853016,1.1376781806233822,79.98747057813593,0.04873107872111709
194,144,J,4,0,5,5,3,0.566982085633619,90,0.11138718892344876,0.4442258711874908,202.5996364403874,0.09468957802698619
195,178,A,3,0,5,4,1,0.4482456748330502,47,0.12100221192217829,1.481272656391178,31.729472489221543,0.032720975571583884
196,124,F,4,0,8,6,2,0.5392410071800942,81,0.08145293731618852,0.6072745711968817,133.38282852904007,0.054767379654695705
197,169,A,9,0,5,4,1,0.46308157274600403,40,0.12864340287049267,0.9662201281241143,41.39843378926366,0.044569510490172354
198,154,G,3,0,3,1,1,0.41995814874968296,22,0.11813715390251471,0.6927445110633007,31.75773990072036,0.04569003595360262
199,119,I,2,1,4,2,1,0.8,35,0.08874773034342688,0.4762489061296896,73.49098244536226,0.06689548184453747
200,154,F,4,0,8,4,3,0.5903117665775488,52,0.0,0.2451341894999519,212.1287124659133,0.020985761645130475
201,126,C,10,0,4,4,2,0.4713429655099536,56,0.11984921662989054,0.4941949607944307,113.31560303645874,0.04871859399743005
202,110,J,1,1,5,2,1,0.9116091838244983,32,0.11790076628152232,0.29692715090576044,107.77054204166143,0.028237145276431848
203,159,C,7,0,4,4,1,0.4507996660721992,13,0.0,0.4403339967899047,29.523044086470236,0.0356169336151516
204,261,A,3,0,5,5,1,0.4604396423993529,51,0.1235235021047984,1.1313188709613786,45.08012843157202,0.015320329411652948
205,83,A,10,0,5,5,2,0.5158736538309214,58,0.07712547585358677,0.597337097788842,97.0976023667342,0.052171194115530464
206,173,C,1,1,4,5,3,0.9150735010609091,43,0.1171092001736529,0.17809049012951958,241.4502872597378,0.053022541462129966
207,107,C,5,0,4,5,2,0.41848377873923404,65,0.08876228672905143,0.7816731219553926,83.15496359577952,0.023427895608088736
208,59,C,3,0,4,2,1,0.4763804843379663,16,0.07466211056952299,0.352089071698966,45.44304633709251,0.050885187721406586
209,91,C,7,0,4,2,1,0.5082544723151633,48,0.0,1.2278216032690383,39.09362717857499,0.07444246604746108
210,156,G,8,0,3,6,1,0.48271213821499004,65,0.09048589472537606,1.0623291963257826,61.186306678581175,0.047957431199300016
211,182,J,6,0,5,5,2,0.4917736188821914,80,0.09898294957517852,0.6147119085300596,130.1422648396407,0.02192486709894834
212,71,J,3,0,5,4,1,0.5157152814699244,24,0.0774646506218039,0.6400532854025573,37.49687806837107,0.026121499872018894
213,159,G,1,1,3,5,2,0.85264532949494,34,0.08253180731824383,0.15681650152383037,216.81391734678667,0.017339632328828476
214,96,I,7,0,4,3,1,0.48970702421294415,42,0.11710217264309376,0.8462837656137095,49.62874358052038,0.029029517735896144
215,81,C,8,0,4,4,1,0.4687616493284523,49,0.10481849994578937,1.0540937199387932,46.48543015970651,0.05531772596118666
216,359,E,6,0,5,7,3,0.5180247686024784,74,0.09925286317516123,0.5065649343580626,146.0819630039641,0.03181270460718775
217,150,F,4,0,8,4,3,0.456989353579717,64,0.0,0.4015346652336319,159.38848010236367,0.07748876186341636
218,293,I,9,0,4,3,1,0.528240026642946,51,0.11111208932006897,0.8069132995216992,63.203816358251174,0.05179161362510498
219,74,E,9,0,5,4,1,0.4146560603333842,36,0.1447948607985573,0.9548773015488762,37.70117892802095,0.059201412126948766
220,263,J,5,0,5,3,2,0.6,51,0.08772406246314247,0.45544052599362594,111.9794947731853,0.05378575788471111
221,162,C,8,0,4,5,1,0.49158368017711673,64,0.0,1.343902027098364,47.62251913421339,0.017194667215493682
222,65,C,6,0,4,9,3,0.5952891474310112,83,0.11585865880971838,0.32148069839121624,258.1803523986241,0.04727105073291658
223,66,B,2,1,6,5,2,0.8448503490642406,40,0.08484900577521437,0.17222073897122003,232.26006483855835,0.028430172333433076
224,104,G,6,0,3,5,2,0.5490627457910389,63,0.1240622529286161,0.4240112480218785,148.58096405204154,0.03290654110057167
225,175,I,1,1,4,1,2,0.9424400010991485,41,0.09016727628735906,0.13452329099635568,304.779935848512,0.04629971635292234
226,91,E,4,0,5,6,3,0.3725955965497897,62,0.11779832665130338,0.43392582435115457,142.88156297843773,0.013333176709871344
227,146,I,2,1,4,4,2,0.8,48,0.09981399357722771,0.25824498882798563,185.87001520471833,0.03040947396881915
228,160,I,2,1,4,4,2,0.8,51,0.0,0.3253455950146884,156.75638699733278,0.028165242038748543
229,169,C,4,0,4,6,2,0.5434303293657058,89,0.13137557208205697,0.6645371117917267,133.92780993079222,0.023438074751325044
230,97,E,8,0,5,5,2,0.5754228280601829,66,0.08764696209131301,0.4407108164964565,149.7580670351681,0.043678542879459006
231,148,G,3,0,3,2,1,0.5824959034377832,31,0.09427216253006447,0.6661975603469156,46.53274320586984,0.05654839543301976
